index,mfg,racket,headsize,length,weight,balance,swingweight,flex,acor,sweet,twistweight,vibration,pcode,rccode,units,changed,current
2122,Wilson,Burn 100,100,27.0,322,34.2,337,75,43,19,15.7,175,B1H,RCWILSON,,racquetB,
2123,Wilson,Burn 100 Countervail,100,27.0,314,33.0,310,70,40,15,14.8,163,B100CV,RCWILSON,,racquetB,x
2124,Wilson,Clash 98 v2,98,27.0,326,31.8,327,60,41,17,14.2,126,WC98P,RCWILSON,,racquetB,x
2125,Wilson,Blade SW 104,104,28.0,319,33.5,334,67,42,17,14.7,144,B104CV,RCWILSON,,racquetB,x
2126,Wilson,Burn 100 Team,100,27.0,286,34.3,290,61,37,12,13.4,140,B1HT,RCWILSON,,racquetB,
2127,Wilson,Clash 100,100,27.0,312,32.0,312,55,40,15,14.6,121,WC100R,RCWILSON,,racquetB,x
2128,Wilson,KBlade Team 104,104,27.25,305,32.7,309,57,39,16,12.8,129,KBLADT,RCWILSON,,racquetB,
2129,Wilson,K Factor Kobra Tour,100,27.0,320,32.0,311,59,39,13,14.0,136,KOBRAT,RCWILSON,,racquetB,
2130,Wilson,KBrave ,105,27.0,273,34.8,295,58,37,12,14.0,132,KBRAVE,RCWILSON,,racquetB,
2131,Wilson,KBlade Tour,93,27.0,335,31.4,315,65,40,15,9.8,148,KBL93,RCWILSON,,racquetB,
2132,Wilson,KPro Open,100,27.0,308,32.4,295,66,38,12,12.0,150,KPO100,RCWILSON,,racquetB,
2133,Wilson,Juice 108,108,27.25,297,35.0,329,73,42,18,16.1,170,J108,RCWILSON,,racquetB,
2134,Wilson,Clash 100 Pro v2,100,27.0,326,31.5,325,59,41,17,14.2,126,WC100P,RCWILSON,,racquetB,x
2135,Wilson,Burn 95,95,27.25,331,33.6,337,70,43,17,14.1,152,B95,RCWILSON,,racquetB,
2136,Wilson,Envy 110 UL,110,27.5,260,38.9,317,73,41,18,17.8,198,NV110U,RCWILSON,,racquetB,
2137,Wilson,Burn FST 99,99,27.0,324,32.4,308,72,39,14,14.5,126,BFST99,RCWILSON,,racquetB,
2138,Wilson,KSix-One X,95,27.5,352,34.9,362,66,44,19,12.9,150,K61X,RCWILSON,,racquetB,
2139,Wilson,Hyper Hammer 5.3 Stretch,110,27.5,283,35.6,323,69,39,14,12.8,157,53OS,RCWILSON,,racquetB,x
2140,Wilson,KFour.FX,107,27.5,280,35.8,326,71,42,17,15.3,162,K4FX,RCWILSON,,racquetB,
2141,Wilson,Clash 98,98,27.0,326,31.5,326,55,41,15,13.9,120,WC98R,RCWILSON,,racquetB,x
2142,Wilson,KSix-One Tour 90,90,27.0,361,31.8,338,65,41,16,12.5,148,K61T90,RCWILSON,,racquetB,
2143,Wilson,KOne,122,27.5,266,38.1,328,72,40,19,23.2,164,KONE,RCWILSON,,racquetB,
2144,Wilson,Juice 100UL,100,27.0,278,35.5,318,72,41,16,14.9,172,J100UL,RCWILSON,,racquetB,
2145,Wilson,Envy 100 L,110,27.0,282,34.1,286,62,37,11,13.1,142,NV110L,RCWILSON,,racquetB,
2146,Wilson,Clash 100S,100,27.0,309,32.0,317,54,40,14,13.5,117,WC100S,RCWILSON,,racquetB,x
2147,Wilson,KThree.FX,115,27.25,269,37.0,310,44,39,14,16.2,99,K3FX,RCWILSON,,racquetB,
2148,Wilson,KPro Tour,96,27.0,321,31.1,286,62,37,11,11.0,141,KPT95,RCWILSON,,racquetB,
2149,Wilson,Pro Staff 100L,100,27.0,301,33.3,295,66,38,13,14.0,152,PS100L,RCWILSON,,racquetB,
2150,Wilson,KTour Team.FX,102,27.25,293,34.2,314,63,39,14,12.3,143,KTTFX,RCWILSON,,racquetB,
2151,Wilson,KSurge,100,27.0,298,33.5,306,68,38,13,12.4,155,KSURGE,RCWILSON,,racquetB,
2152,Wilson,KFury,100,27.0,281,33.5,290,50,36,10,13.1,113,KFURY,RCWILSON,,racquetB,
2153,Wilson,N Fury OS,110,27.0,268,35.2,291,67,37,12,13.5,152,NFURY,RCWILSON,,racquetB,
2154,Wilson,Pro Staff 6.0 85,85,27.0,362,31.0,323,65,41,16,12.3,141,W6085,RCWilson,,racquetB,
2155,Wilson,KFour 112 OS,112,27.5,283,37.8,350,65,43,21,21.5,148,K4OS,RCWILSON,,racquetB,
2156,Wilson,KThree OS,115,27.5,269,37.5,311,43,40,15,16.9,97,KTHREE,RCWILSON,,racquetB,
2157,Wilson,Pro Staff 95,95,27.0,332,32.6,309,62,39,15,14.3,142,PS95,RCWILSON,,racquetB,
2158,Wilson,Pro Staff 90,90,27.0,346,32.0,315,65,40,15,13.6,146,PS90,RCWILSON,,racquetB,
2159,Wilson,Pro Open 100,100,27.0,313,33.6,319,74,41,16,14.9,168,WPO,RCWILSON,,racquetB,
2160,Wilson,KSix-One 95 (16x18),95,27.0,336,31.2,337,67,41,16,12.3,152,K6116,RCWILSON,,racquetB,
2161,Wilson,KSix-One 95 (18x20),95,27.0,348,31.6,339,67,41,16,12.9,152,K6118,RCWILSON,,racquetB,
2162,Wilson,KZen MP,103,27.25,320,33.3,333,71,41,16,15.1,162,KZEN,RCWILSON,,racquetB,
2163,Wilson,Pro Staff 95S (2015),95,27.0,321,33.8,314,62,40,16,15.2,145,WPS95S,RCWILSON,,racquetB,
2164,Wilson,Pro Staff 97,97,27.0,325,32.0,312,66,40,15,14.5,144,PS97,RCWILSON,,racquetB,
2165,Wilson,Pro Staff 100LS,100,27.0,298,33.4,292,64,38,12,13.6,152,PS1HLS,RCWILSON,,racquetB,
2166,Wilson,KTour MP,95,27.33,303,34.3,326,64,42,17,11.5,145,KTOURM,RCWILSON,,racquetB,
2167,Wilson,Steam 105S,105,27.5,309,33.5,329,67,42,17,14.7,151,ST105S,RCWILSON,,racquetB,
2168,Wilson,Steam 96,96,27.0,308,35.0,329,70,42,16,13.6,154,STM96,RCWILSON,,racquetB,
2169,Wilson,KSting 105,105,27.25,272,34.6,289,58,38,13,13.7,132,KSTING,RCWILSON,,racquetB,
2170,Wilson,KSix-Two MP,100,27.0,295,33.0,304,68,38,13,12.0,155,K62M,RCWILSON,,racquetB,
2171,Wilson,KPro Team.FX,100,27.0,296,33.8,308,67,38,13,13.0,152,KPTFX,RCWILSON,,racquetB,
2172,Wilson,Pro Staff 97L Countervail Black,97,27.0,308,33.4,310,70,40,15,13.3,162,P97L,RCWILSON,,racquetB,x
2173,Wilson,Pro Staff 95S (2014),95,27.0,327,32.2,300,65,38,13,14.6,147,PS95S,RCWILSON,,racquetB,
2174,Wilson,KZen Team,103,27.25,284,35.2,319,70,40,15,15.3,159,KZENT,RCWILSON,,racquetB,
2175,Wilson,nPro Open MP,100,27.0,308,33.6,319,68,39,13,14.3,155,NPO,RCWILSON,,racquetB,
2176,Wilson,nBlade OS,106,27.38,303,33.7,313,60,39,14,14.5,136,NBLD,RCWILSON,,racquetB,
2177,Wilson,Pro Staff 97 LS,97,27.0,307,33.5,313,65,40,15,13.9,149,PS97LS,RCWILSON,,racquetB,
2178,Wilson,Pro Staff 97 Countervail Black,97,27.0,327,32.1,303,65,39,14,13.8,147,PS97CV,RCWILSON,,racquetB,x
2179,Wilson,Pro Staff 97 Countervail,97,27.0,332,32.0,320,65,41,14,13.8,147,P97CV,RCWILSON,,racquetB,x
2180,Wilson,Labs Project Shift 99 300g,99,27.0,320,32.4,320,68,41,16,14.5,152,WLPS30,RCWILSON,,racquetB,x
2181,Wilson,Pro Staff RF97 v13,97,27.0,357,31.5,335,68,42,16,13.9,151,97V13R,RCWILSON,,racquetB,x
2182,Wilson,W5 Divine Iris,111,27.5,279,36.8,330,63,41,17,17.0,143,W5DI,RCWILSON,,racquetB,
2183,Wilson,Pro Staff RF97 Autograph (2016),97,27.0,354,31.3,322,69,41,16,13.9,151,PSRF97,RCWILSON,,racquetB,x
2184,Wilson,Pro Staff 6.1 100 V13,100,27.0,323,32.6,323,64,41,16,13.9,139,WPS610,RCWILSON,,racquetB,x
2185,Wilson,Pro Staff 97 RF Autograph,97,27.0,359,31.8,338,70,43,18,14.9,150,PS97RF,RCWILSON,,racquetB,
2186,Wilson,Labs Project Shift 99 315g,99,27.0,332,32.4,329,68,42,17,15.1,149,WLPS35,RCWILSON,,racquetB,x
2187,Wilson,Steam 99LS,99,27.0,289,33.4,290,64,37,11,13.1,149,STM99L,RCWILSON,,racquetB,
2188,Wilson,Pro Staff 97S,97,27.0,327,34.3,337,66,42,18,14.7,140,PS97S,RCWILSON,,racquetB,
2189,Wilson,Pro Staff 97 v13,97,27.0,332,32.0,321,66,41,16,14.3,143,W97V13,RCWILSON,,racquetB,x
2190,Wilson,Six-One Team,95,27.0,304,34.2,322,65,41,16,13.8,144,K61T,RCWILSON,,racquetB,
2191,Wilson,KZen Team.FX Orange,103,27.25,281,35.1,305,70,38,13,13.1,159,KZTFXO,RCWILSON,,racquetB,
2192,Wilson,Ultra 100 v4,100,27.0,318,33.0,317,70,41,16,14.9,166,WU10V4,RCWILSON,,racquetB,x
2193,Wilson,nPro Open X,100,27.5,312,33.0,312,64,39,14,12.5,145,NPOX,RCWILSON,,racquetB,
2194,Wilson,Pro Staff 97L,97,27.0,306,33.3,315,70,40,16,13.6,152,PS97L,RCWILSON,,racquetB,x
2195,Wilson,Six.One 95S,95,27.0,323,32.4,311,66,40,15,14.0,149,61S,RCWILSON,,racquetB,
2196,Wilson,Six.One 95 (16x18),95,27.0,348,31.8,330,67,42,17,14.8,146,619516,RCWILSON,,racquetB,
2197,Wilson,Ultra 100L v2,100,27.0,292,33.5,302,68,39,14,13.7,155,U100LV,RCWILSON,,racquetB,x
2198,Wilson,Pro Staff 97 LS Black (2016),97,27.0,304,33.0,298,68,38,13,13.1,157,P97LSB,RCWILSON,,racquetB,x
2199,Wilson,Six.One 95L,95,27.0,303,34.0,319,65,41,16,13.5,145,6195L,RCWILSON,,racquetB,
2200,Wilson,Pro Staff RF97 Autograph 2018,97,27.0,357,31.5,335,68,42,16,13.9,151,PRF97A,RCWILSON,,racquetB,x
2201,Wilson,n5 Force MP,98,27.25,278,37.0,314,56,38,13,15.0,127,N5,RCWILSON,,racquetB,
2202,Wilson,Steam 99,99,27.0,320,33.3,325,70,42,17,14.5,156,STM99,RCWILSON,,racquetB,
2203,Wilson,Six.One 95 (18x20),95,27.0,354,32.0,334,67,42,17,14.3,145,619518,RCWILSON,,racquetB,
2204,Wilson,Pro Staff 97L Countervail CAMO,97,27.0,308,33.4,310,70,40,15,13.3,162,P97LCAM,RCWILSON,,racquetB,x
2205,Wilson,Pro Staff 97L v13,97,27.0,306,33.3,311,69,40,15,13.2,158,97LV13,RCWILSON,,racquetB,x
2206,Wilson,Pro Staff 97 (2016),97,27.0,330,32.5,326,68,42,17,14.9,152,WPS97,RCWILSON,,racquetB,
2207,Wilson,Ultra 100L,100,27.0,294,33.5,303,68,39,14,13.7,153,U100L,RCWILSON,,racquetB,x
2208,Wilson,Pro Staff 97S (2016),97,27.0,324,33.0,317,67,40,16,14.6,150,WPS97S,RCWILSON,,racquetB,
2209,Wilson,Pro Staff X v14,100,27.0,332,32.0,322,66,41,18,15.4,146,W97VX,RCWILSON,,racquetB,x
2210,Wilson,Ultra 100 Countervail,100,27.0,318,33.1,322,75,41,16,15.3,175,U100CV,RCWILSON,,racquetB,x
2211,Wilson,n2 OS,121,27.5,269,37.1,328,66,40,18,18.1,150,N2,RCWILSON,,racquetB,
2212,Wilson,Pro Staff 97 v14,97,27.0,332,32.0,332,66,42,18,15.0,148,W97V14,RCWILSON,,racquetB,x
2213,Wilson,Ultra 100L CAMO,100,27.0,294,33.5,303,68,39,14,13.7,153,U100LCA,RCWILSON,,racquetB,x
2214,Wilson,Steam 99S,99,27.0,321,33.5,325,69,41,17,14.6,154,STM99S,RCWILSON,,racquetB,
2215,Wilson,Ultra 95 Countervail,95,27.24,326,33.5,339,69,43,18,14.3,155,U95CV,RCWILSON,,racquetB,x
2216,Wilson,Ultra 97,97,27.0,319,32.3,308,63,39,14,13.1,145,U97,RCWILSON,,racquetB,
2217,Wilson,Ultra 100 v2,100,27.0,318,33.0,314,74,41,16,14.5,179,U100V2,RCWILSON,,racquetB,x
2218,Wilson,Ultra 100L v3,100,27.0,295,33.0,296,68,38,13,14.4,163,U100L3,RCWILSON,,racquetB,x
2219,Wilson,Ultra 100,100,27.0,311,33.0,310,70,40,15,14.6,156,U100,RCWILSON,,racquetB,x
2220,Wilson,Ultra 108,108,27.0,294,35.0,324,73,42,18,15.8,172,U108,RCWILSON,,racquetB,
2221,Wilson,nTour,95,27.25,300,34.3,322,59,40,14,13.1,134,WNT,RCWILSON,,racquetB,
2222,Wilson,Ultra 103S,103,27.0,301,34.3,326,73,42,17,14.9,171,U103S,RCWILSON,,racquetB,x
2223,Wilson,nSix-Two MP,100,27.0,298,32.7,292,64,36,10,11.6,145,N62,RCWILSON,,racquetB,
2224,Wilson,nTour Two MP,95,27.25,296,35.1,325,63,39,14,12.9,143,WNT2,RCWILSON,,racquetB,
2225,Wilson,Ultra 100UL,100,27.0,270,34.0,283,68,37,11,13.0,164,U100UL,RCWILSON,,racquetB,x
2226,Wilson,Ultra Tour,97,27.0,320,32.5,322,64,41,16,13.4,144,WUT,RCWILSON,,racquetB,x
2227,Wilson,nSix-Two OS,113,27.5,288,34.3,314,68,39,15,14.8,155,N62OS,RCWILSON,,racquetB,
2228,Yonex,Astrel 100,100,27.0,295,33.0,297,68,38,13,14.7,145,AST100,RCYONEX,,racquetA,x
2229,Yonex,E-Zone Xi 115,115,27.25,268,37.0,317,75,41,17,16.7,156,EZX115,RCYONEX,,racquetA,
2230,Yonex,EZONE 100+ 2022,100,27.5,318,34.0,336,67,43,18,14.8,149,EZ10PL,RCYONEX,,racquetA,x
2231,Yonex,EZONE 100L Naomi Osaka LE,100,27.0,301,33.5,310,68,40,15,14.5,153,YELNO,RCYONEX,,racquetA,x
2232,Yonex,EZONE 98 2022,98,27.0,323,32.5,318,65,40,16,14.0,144,EZO98,RCYONEX,,racquetA,x
2233,Yonex,EZONE 100 (300g),100,27.0,318,33.0,322,69,41,16,14.8,160,YE100,RCYONEX,,racquetA,x
2234,Yonex,E-Zone 100,100,27.0,312,32.3,299,68,38,13,13.9,158,YEZ100,RCYONEX,,racquetA,
2235,Yonex,E-Zone 107,107,27.0,297,33.8,302,70,39,14,14.6,161,YEZ107,RCYONEX,,racquetA,
2236,Yonex,E-Zone Team Plus 102,102,27.5,288,33.7,303,63,39,14,12.7,143,YEZTP,RCYONEX,,racquetA,
2237,Yonex,E-Zone Xi 107,107,27.0,300,33.5,303,71,39,15,15.6,167,EZX107,RCYONEX,,racquetA,
2238,Yonex,E-Zone Xi Lite,100,27.0,296,33.4,302,69,39,14,14.2,156,YEZX1L,RCYONEX,,racquetA,
2239,Yonex,EZONE 98 Tour,98,27.0,332,33.0,330,62,42,17,14.7,141,YEZ98T,RCYONEX,,racquetA,x
2240,Yonex,EZONE 98+ (305g) Blue,98,27.5,323,33.5,336,64,42,17,13.8,140,98EZPB,RCYONEX,,racquetA,x
2241,Yonex,EZONE 98L,98,27.0,301,34.0,313,64,40,15,14.2,146,YE98L2,RCYONEX,,racquetA,x
2242,Yonex,E-Zone Xi,100,27.0,320,32.8,317,70,41,16,14.6,159,YEZX1,RCYONEX,,racquetA,
2243,Yonex,E-Zone Lite,100,27.0,292,33.3,288,64,37,11,13.0,152,YEZL,RCYONEX,,racquetA,
2244,Yonex,EZONE 98+ 2022,98,27.5,323,33.2,333,64,42,17,13.7,143,EZ98PL,RCYONEX,,racquetA,x
2245,Yonex,Astrel 115,115,27.25,282,34.8,309,64,40,16,17.6,152,YA115,RCYONEX,,racquetA,x
2246,Yonex,EZONE 100L,100,27.0,301,33.5,310,68,40,15,14.5,153,YE10LI,RCYONEX,,racquetA,x
2247,Yonex,EZONE 98+,98,27.5,323,33.2,334,64,42,17,14.2,142,YE98P2,RCYONEX,,racquetA,x
2248,Yonex,E-Zone Xi 98,98,27.0,327,32.1,322,66,41,17,13.9,143,YEZX98,RCYONEX,,racquetA,
2249,Yonex,EZONE 100+ (300g) Blue,100,27.5,318,34.0,337,70,43,18,14.8,154,1HEZPB,RCYONEX,,racquetA,x
2250,Yonex,EZONE 100+,100,27.5,315,34.0,335,70,42,18,14.8,154,EZ100P,RCYONEX,,racquetA,x
2251,Yonex,EZONE 105,105,27.0,283,34.0,304,66,39,15,15.0,152,YE105,RCYONEX,,racquetA,x
2252,Yonex,E-Zone Rally,107,27.0,284,34.2,284,63,36,11,14.7,146,YEZR,RCYONEX,,racquetA,
2253,Yonex,RDS 002,98,27.0,312,32.8,305,65,39,14,12.8,148,RDS002,RCYONEX,,racquetA,
2254,Yonex,Ezone 98 (285g),98,27.0,302,33.8,317,64,40,16,13.7,148,YEZ98L,RCYONEX,,racquetA,x
2255,Yonex,Ezone Lite,100,27.0,282,33.3,292,64,38,12,13.2,156,YEZLLG,RCYONEX,,racquetA,x
2256,Yonex,EZONE Ai 98,98,27.0,325,32.5,323,65,41,16,13.7,145,YAI98,RCYONEX,,racquetA,
2257,Yonex,E-Zone Team 102,102,27.0,275,34.1,285,62,37,11,12.7,145,YEZT,RCYONEX,,racquetA,
2258,Yonex,RDS 001 MP,98,27.0,332,31.4,309,65,38,12,13.4,148,RDS1MP,RCYONEX,,racquetA,
2259,Yonex,EZONE 100 Naomi Osaka LE,100,27.0,318,33.0,322,69,41,16,14.8,160,YE100NO,RCYONEX,,racquetA,x
2260,Yonex,EZONE 98 (305g),98,27.0,320,32.4,317,64,40,16,14.3,149,305YEZ,RCYONEX,,racquetA,x
2261,Yonex,EZONE 98 Naomi Osaka LE,98,27.0,320,32.4,317,64,40,16,14.3,149,YE98NO,RCYONEX,,racquetA,x
2262,Yonex,EZone DR 98,98,27.0,325,32.7,326,63,41,17,13.7,141,YDR98,RCYONEX,,racquetA,
2263,Yonex,EZONE Ai Lite (Lime),100,27.0,288,33.5,293,64,38,12,13.2,161,YAILT,RCYONEX,,racquetA,
2264,Yonex,EZONE Ai 98 Lite,98,27.0,299,34.2,315,65,40,16,13.5,149,YAI98L,RCYONEX,,racquetA,
2265,Yonex,RQ 7 OS,110,27.5,290,34.9,324,63,40,15,15.5,143,SRQ7,RCYONEX,,racquetA,
2266,Yonex,RDiS 100 Mid,93,27.0,343,31.8,325,69,40,14,11.7,153,IS100,RCYONEX,,racquetA,
2267,Yonex,EZONE 98 Tour 2022,98,27.0,332,33.0,332,64,42,17,14.9,144,EZ98TR,RCYONEX,,racquetA,x
2268,Yonex,RQ iS 1 Tour XL 100,100,27.0,284,35.0,309,68,39,14,13.5,155,Y1TXLO,RCYONEX,,racquetA,
2269,Yonex,Ezone 100 (285g),100,27.0,300,33.3,304,69,39,14,13.9,166,YEZ1HL,RCYONEX,,racquetA,x
2270,Yonex,EZONE 100 2022,100,27.0,318,33.0,317,67,40,16,15.0,150,EZO10,RCYONEX,,racquetA,x
2271,Yonex,Regna 98,98,27.0,326,32.0,322,65,41,17,14.0,141,YRE98,RCYONEX,,racquetA,x
2272,Yonex,EZONE Ace,102,27.0,275,35.2,307,67,39,15,14.1,152,ACE27,RCYONEX,,racquetA,x
2273,Yonex,RDiS 300 MP,100,27.0,316,32.8,314,62,39,14,10.7,144,IS3HM,RCYONEX,,racquetA,
2274,Yonex,EZONE 108,108,27.25,272,34.2,305,68,39,15,15.1,150,YE108R,RCYONEX,,racquetA,x
2275,Yonex,EZONE Ai Feel,102,27.0,271,36.0,305,67,39,14,13.4,155,YAIFX,RCYONEX,,racquetA,
2276,Yonex,Ezone 98 (305g),98,27.0,324,32.0,320,63,41,16,13.4,142,YEZ98,RCYONEX,,racquetA,x
2277,Yonex,RDiS 100 MP,98,27.0,337,31.6,319,64,39,14,10.8,149,IS1HM,RCYONEX,,racquetA,
2278,Yonex,Regna 100,100,27.0,312,33.5,318,65,40,16,14.4,143,YRE100,RCYONEX,,racquetA,x
2279,Yonex,S-Fit 1,100,27.0,313,32.2,307,68,39,13,12.3,155,SFIT1,RCYONEX,,racquetA,
2280,Yonex,RDS 002 Tour,98,27.0,344,31.8,329,63,40,15,13.4,143,Y002T,RCYONEX,,racquetA,
2281,Yonex,RQS 22,102,27.5,283,34.6,304,64,39,13,11.4,145,RQS22,RCYONEX,,racquetA,
2282,Yonex,RQ iS 1 Tour,95,27.0,336,31.4,317,57,39,12,11.1,129,RQIS1T,RCYONEX,,racquetA,
2283,Yonex,RQ IS 2 Tour,100,27.5,307,34.0,323,67,40,15,13.2,152,RQIS2T,RCYONEX,,racquetA,
2284,Yonex,RDS 003,100,27.25,310,32.4,305,66,38,14,12.1,150,RDS003,RCYONEX,,racquetA,
2285,Yonex,EZONE Ai 100,100,27.0,314,33.0,321,67,41,16,14.0,155,YAI100,RCYONEX,,racquetA,
2286,Yonex,VCORE 100L,100,27.0,298,33.7,306,66,39,14,14.1,149,VC100L,RCYONEX,,racquetA,x
2287,Yonex,RQ iS 1 Tour XL 95,95,27.0,329,32.0,318,64,39,14,11.8,145,Y1TXL,RCYONEX,,racquetA,
2288,Yonex,RQ iS 1 Tour XL 95 Lite,95,27.0,304,34.2,319,63,40,14,11.5,145,Y1TXLG,RCYONEX,,racquetA,
2289,Yonex,RQS 11 MP,100,27.5,293,34.0,308,65,39,14,12.2,148,RQS11,RCYONEX,,racquetA,
2290,Yonex,S-Fit 5,112,27.25,282,35.3,311,68,39,15,14.8,155,SFIT5,RCYONEX,,racquetA,
2291,Yonex,S-Fit 3,105,27.25,290,34.5,313,69,39,14,13.6,157,SFIT3,RCYONEX,,racquetA,
2292,Yonex,S-Fit 1 Lite,100,27.0,300,33.4,304,70,38,14,12.6,159,SFIT1L,RCYONEX,,racquetA,
2293,Yonex,RQ Speed 30 MP,102,27.0,272,35.2,294,68,37,11,12.2,155,RQSP30,RCYONEX,,racquetA,
2294,Yonex,RQS 33,107,27.5,279,35.6,320,68,40,16,14.6,155,RQS33,RCYONEX,,racquetA,
2295,Yonex,RDiS 200,98,27.0,334,32.0,326,63,40,14,11.1,136,IS200,RCYONEX,,racquetA,
2296,Yonex,RQS 55,112,27.5,268,37.1,323,66,40,16,15.2,150,RQS55,RCYONEX,,racquetA,
2297,Yonex,RDS 001 Mid,90,27.0,341,31.4,320,66,40,14,11.7,150,RDS001,RCYONEX,,racquetA,
2298,Yonex,Ezone 100 (300g),100,27.0,316,32.8,321,70,41,17,15.4,156,YEZ1H,RCYONEX,,racquetA,x
2299,Yonex,Ezone DR 98+ Blue,98,27.5,326,33.0,334,62,42,16,13.7,142,DR98PB,RCYONEX,,racquetA,x
2300,Yonex,VCORE 100 (300) Galaxy Black,100,27.0,318,33.0,320,69,41,16,14.6,145,VC10GB,RCYONEX,,racquetA,x
2301,Yonex,VCORE 95 (2018),95,27.0,326,32.0,325,62,41,15,13.0,139,VC95,RCYONEX,,racquetA,x
2302,Yonex,VCORE 100+ (2021),100,27.5,333,34.0,333,66,42,17,14.7,145,YVC10P,RCYONEX,,racquetA,x
2303,Yonex,Ezone DR 100+ Blue,100,27.5,314,33.5,332,70,42,17,14.3,156,DR1HPB,RCYONEX,,racquetA,x
2304,Yonex,EZone DR 100,100,27.0,316,33.5,325,70,42,17,14.3,158,YDR100,RCYONEX,,racquetA,
2305,Yonex,VCORE 98,98,27.0,323,32.5,325,66,41,17,14.4,140,YVCR98,RCYONEX,,racquetA,x
2306,Yonex,VCORE 95 2023,95,27.0,326,32.0,321,61,41,16,14.0,137,YVC95,RCYONEX,,racquetA,x
2307,Yonex,VCORE 95,95,27.0,326,32.0,323,64,41,16,13.6,143,YVCR95,RCYONEX,,racquetA,x
2308,Yonex,V Core 98 Team,98,27.0,297,34.0,301,67,39,13,12.6,151,TVC98T,RCYONEX,,racquetA,
2309,Yonex,V Core 95 D,95,27.0,332,32.0,311,65,40,14,12.0,148,TVC95D,RCYONEX,,racquetA,
2310,Yonex,V CORE SV 100,100,27.0,320,32.9,318,71,41,16,14.3,158,VCSV1H,RCYONEX,,racquetA,x
2311,Yonex,V CORE SV 95,95,27.0,328,31.6,318,65,40,16,12.9,143,VCSV95,RCYONEX,,racquetA,x
2312,Yonex,V CORE SV 98,98,27.0,324,32.4,321,67,41,16,13.8,152,VCSV98,RCYONEX,,racquetA,x
2313,Yonex,V CORE SV 100 Lite,100,27.0,300,33.5,311,70,40,15,13.9,160,VCSV1L,RCYONEX,,racquetA,x
2314,Yonex,VCORE 100,100,27.0,320,33.0,324,66,41,17,15.2,140,YVC100,RCYONEX,,racquetA,x
2315,Yonex,VCORE 98 (305),98,27.0,323,32.5,322,65,41,16,14.0,144,VCP98G,RCYONEX,,racquetA,x
2316,Yonex,V CORE SV 98 Lite,98,27.0,304,33.1,310,66,40,15,13.3,150,VCSVL,RCYONEX,,racquetA,x
2317,Yonex,VCORE 100 2023,100,27.0,320,33.0,322,65,41,17,14.9,145,VCR100,RCYONEX,,racquetA,x
2318,Yonex,VCORE Pro 97 (310),97,27.0,326,32.0,318,64,40,16,13.8,141,VC9310,RCYONEX,,racquetA,x
2319,Yonex,VCORE Xi 100,100,27.0,314,33.0,303,71,39,14,13.9,164,YVX100,RCYONEX,,racquetA,
2320,Yonex,VCORE 100 (300),100,27.0,318,33.0,320,69,41,16,14.6,145,VC1H,RCYONEX,,racquetA,x
2321,Yonex,V Core 98 D,98,27.0,325,31.9,306,67,39,14,12.2,152,TVC98D,RCYONEX,,racquetA,
2322,Yonex,VCORE 98 2023,98,27.0,323,32.5,318,62,40,16,13.9,141,YVC98,RCYONEX,,racquetA,x
2323,Yonex,VCORE 98L,98,27.0,301,33.0,307,65,39,14,13.7,148,VCR98L,RCYONEX,,racquetA,x
2324,Yonex,VCORE Pro 97 (330),97,27.0,346,32.0,330,65,42,17,14.2,143,VPRO97,RCYONEX,,racquetA,x
2325,Yonex,VCORE 98+,98,27.5,323,33.5,340,64,43,17,13.9,139,VC98P,RCYONEX,,racquetA,x
2326,Yonex,VCORE 98 (305) Galaxy Black,98,27.0,323,32.5,322,65,41,16,14.0,144,VC98GB,RCYONEX,,racquetA,x
2327,Yonex,VCORE 100+,100,27.5,318,34.0,341,68,43,18,14.3,149,VC1HP,RCYONEX,,racquetA,x
2328,Yonex,VCORE Pro 97H,97,27.0,349,32.0,343,61,43,18,15.4,127,330VD7,RCYONEX,,racquetA,x
2329,Yonex,VCORE Pro 100 (300),100,27.0,318,33.0,317,66,40,16,14.2,150,VPRO1H,RCYONEX,,racquetA,x
2330,Yonex,VCORE Pro 100 (300),100,27.0,318,33.0,323,65,41,16,14.4,146,VC1300,RCYONEX,,racquetA,x
2331,Yonex,VCORE Pro 97,97,27.0,326,32.0,318,60,40,16,14.2,129,310VD7,RCYONEX,,racquetA,x
2332,Yonex,Vcore Si 98,98,27.0,321,32.9,319,71,41,16,13.9,160,VSI98,RCYONEX,,racquetA,
2333,Yonex,VCORE Xi 98,98,27.0,324,32.9,311,69,40,15,13.5,156,YVXI98,RCYONEX,,racquetA,
2334,Yonex,VCORE Tour G 330 (Wawrinka),97,27.0,345,32.0,330,63,42,17,14.6,141,YVCTGH,RCYONEX,,racquetA,
2335,Yonex,Vcore Tour F 93,93,27.0,326,32.0,311,65,40,14,12.3,141,VCTF93,RCYONEX,,racquetA,
2336,Yonex,Vcore Si 100,100,27.0,314,33.1,316,71,41,16,14.6,164,VSI100,RCYONEX,,racquetA,
2337,Yonex,VCORE 98 Limited,98,27.0,323,32.5,322,65,41,16,14.0,144,V98LR,RCYONEX,,racquetA,x
2338,Yonex,Vcore Duel G 100,100,27.0,315,32.9,311,66,40,15,13.8,150,DG100,RCYONEX,,racquetA,
2339,Yonex,Vcore Tour F 97 (310),97,27.0,327,32.0,315,67,40,15,13.4,150,VCT97H,RCYONEX,,racquetA,
